kepid,av_training_set,av_pred_class,tce_ror,av_vf_afp,tce_incl,tce_duration,tce_sma,tce_ldm_coeff4,tce_model_snr,tce_ingress,tce_max_sngle_ev,tce_impact,tce_depth,av_vf_ntp,av_pp_ntp
7898576,AFP,AFP,0.6763413,80.6861,79.33,8.244,0.0542,0.21547,2042.0,78.51,1506.0,0.9986,190300.0,10.1541,5.8001
7915515,NTP,NTP,0.001627299,5.4198,70.79,1.535,0.01582,0.3156212,1.796,0.00487,10.33,0.6992,2.736,93.9526,98.5974
7915824,UNK,NTP,0.011595477,26.607,83.91,2.002,0.01547,0.31288,14.57,0.02498,10.81,0.2866,155.7,63.1341,75.3465
7916058,PC,AFP,0.012158855,71.1995,68.42,12.38,0.06972,-0.2192368,10.47,0.5539,4.837,0.8604,133.1,17.6152,13.7417
7916872,AFP,AFP,0.0060517066,99.4747,27.4,3.509,0.03976,0.1966084,9.147,0.5017,6.429,0.9815,25.09,0.5129,0.0775
7950775,AFP,AFP,0.37867225,99.6492,86.54,4.022,0.08603,0.3191442,4248.0,10.14,917.7,0.9877,61730.0,0.0707,0.0046
7950775,AFP,AFP,0.25885158,99.1937,85.3,4.289,0.08603,0.3191442,2262.0,2.145,330.1,1.0,26760.0,0.0137,0.0
7950994,UNK,NTP,0.0033693021,31.3343,48.58,4.759,0.01722,0.3582114,13.13,0.02838,4.585,0.6622,12.01,68.4221,82.8161
7951015,UNK,NTP,0.0040588799,17.2947,84.39,1.42,0.01739,0.3286066,9.521,0.006467,9.64,0.3361,18.62,80.1432,94.5906
7974853,AFP,AFP,0.0056635765,97.3423,54.84,15.55,0.09,0.095767,16.92,0.4504,5.332,0.9,28.37,2.4925,0.5818
7974853,AFP,AFP,0.0048638487,98.3619,55.37,15.25,0.09,0.095767,14.89,0.3822,5.57,0.9004,20.91,1.5571,0.221
7974877,NTP,NTP,0.0042706884,2.8093,66.16,3.156,0.02044,0.3392852,9.721,0.02584,7.852,0.6947,18.98,97.0465,98.8916
7975727,AFP,AFP,0.11330322,91.0084,88.13,5.356,0.1412,-0.3799128,854.3,1.323,153.8,0.8036,12160.0,0.0366,0.0
7988994,AFP,AFP,0.0066631347,90.9594,83.44,2.236,0.07552,-0.0294742,12.32,0.07462,5.206,0.8983,39.75,6.0578,1.9188
7988994,NTP,NTP,0.0042403515,9.3569,83.58,5.547,0.04757,-0.0294742,12.23,0.027,5.536,0.3646,20.18,89.9952,97.7905
7989079,AFP,AFP,0.0038183493,99.5352,51.99,1.851,0.0169,-0.0844692,6.545,0.02531,6.644,0.8512,13.58,0.4555,0.0775
7989079,AFP,AFP,0.0049579336,99.7809,65.19,2.079,0.0169,-0.0844692,11.87,0.02001,4.556,0.7,25.47,0.2129,0.0675
8022489,PC,PC,0.0082081,4.3316,88.42,6.439,0.09885,-0.305936,13.92,0.0595,4.11,0.3464,80.25,4.6888,2.2649
8023317,AFP,AFP,0.19768193,97.2681,87.08,7.754,0.1283,-0.052476,3771.0,2.593,863.9,0.7665,38070.0,1.6377,0.2789
8023668,UNK,NTP,0.0042037474,9.3748,81.22,1.703,0.02133,-0.1593632,8.572,0.009491,17.51,0.5,19.71,90.0295,97.8077
8023848,NTP,NTP,0.037039769,14.5397,89.99,3.5,1.125,-0.4678466,-1.0,0.1262,10.88,0.1,1705.0,79.892,94.6797
8024918,AFP,AFP,0.0040549795,98.3176,74.95,2.329,0.01504,0.1144564,9.138,0.01181,11.16,0.4518,18.6,1.6731,0.29
8043052,AFP,AFP,0.12799673,97.8348,80.55,1.746,0.03043,-0.43491,393.5,1.323,47.54,0.9587,8071.0,0.1776,0.1197
8043052,AFP,AFP,0.036473522,87.8912,88.75,1.189,0.03043,-0.43491,101.5,0.04613,14.14,0.3107,1588.0,0.3577,1.2723
8043299,UNK,NTP,0.0027995873,6.0495,83.11,7.274,0.0242,0.0223,7.297,0.0206,10.9,0.12,9.146,93.9167,98.5224
8043299,UNK,NTP,0.017433677,23.2169,27.81,5.152,0.03168,0.0223,18.27,0.4283,11.53,0.8984,267.6,71.8229,88.1568
8058127,NTP,NTP,0.013246378,15.9412,89.86,5.03,0.02166,-0.0277412,20.81,0.06576,7.538,0.003484,206.6,82.5606,95.4189
8058127,UNK,NTP,0.016117325,28.5401,87.24,4.927,0.08655,-0.0277412,6.632,0.1011,4.082,0.4805,291.3,58.4328,69.1312
8058127,UNK,NTP,0.011622673,15.6947,86.98,2.151,0.01657,-0.0277412,8.01,0.02503,3.4,0.1134,158.3,83.5413,95.6097
8098120,AFP,AFP,0.015450604,98.823,28.65,4.457,0.0251,0.3377332,15.19,0.3118,7.169,0.8911,214.0,1.1244,0.1033
8098120,AFP,AFP,0.013455118,99.2335,24.85,3.758,0.02512,0.3377332,7.431,0.3247,4.806,0.9259,153.4,0.7324,0.082
8098212,PC,PC,0.0085711018,3.6626,89.1,1.801,0.04226,-0.4395844,10.51,0.01613,8.095,0.2278,89.61,0.5078,0.4982
8098300,UNK,AFP,0.45724709,86.7564,89.16,3.5,0.03338,0.0,-1.0,1.106,6310.0,0.1,313700.0,12.7684,8.1429
8113154,UNK,NTP,0.011172216,23.2123,87.17,10.5,0.03982,0.3939006,-1.0,0.1172,6.598,0.1,145.9,76.6061,91.3498
8113255,UNK,NTP,0.011525708,2.8597,89.93,14.15,0.9908,0.2932504,3.212,0.1708,24.65,0.2385,155.1,91.3985,98.4072
8114532,AFP,AFP,0.0060718492,98.6709,79.53,3.556,0.03706,0.129502,8.583,0.04192,5.603,0.7007,38.34,1.1306,0.104
8114532,UNK,NTP,0.0076929937,21.5642,88.0,1.876,0.05883,0.129502,8.634,0.02157,4.975,0.5818,64.52,62.0188,80.0936
8127448,UNK,NTP,0.010876453,9.4914,81.5,4.864,0.02733,0.3244976,7.47,0.05739,15.2,0.2984,134.7,89.8854,97.773
8127586,AFP,AFP,0.017375031,97.8789,89.48,3.26,0.1274,0.0226716,14.39,0.06277,5.313,0.3388,352.1,1.1708,0.1083
8127607,NTP,AFP,0.020405298,91.9034,89.5,3.131,0.1196,-0.4692698,20.26,0.07048,14.53,0.3377,503.5,2.2788,1.4445
8127639,AFP,AFP,0.024647499,84.2342,67.32,1.333,0.0192,-0.1724786,31.83,0.2272,23.5,0.9371,464.7,12.6741,8.425
8161816,AFP,NTP,0.008251926,29.671,81.27,7.304,0.03279,-0.1914848,10.53,0.06716,9.426,0.3328,80.55,68.3577,83.917
8161816,AFP,NTP,0.010020257,29.351,61.44,9.638,0.05205,-0.1914848,11.15,0.3728,3.366,0.8665,89.84,68.5407,84.2814
8161825,AFP,NTP,0.0024866742,30.9779,75.57,3.474,0.02018,0.0935748,8.799,0.01177,8.033,0.5182,6.928,67.787,82.4075
8161830,AFP,NTP,0.0056334306,29.8909,30.3,6.276,0.03233,-0.2514184,13.86,0.2307,8.516,0.9232,25.35,68.7457,83.8829
7779411,AFP,AFP,0.0044293258,99.2721,85.0,1.99,0.02055,0.286574,12.45,0.009641,5.198,0.3,22.6,0.6533,0.0796
7779942,AFP,AFP,0.015141588,90.5624,89.87,4.382,0.1614,0.2825944,27.66,0.06579,7.333,0.08117,268.9,1.8768,1.9187
7779942,AFP,AFP,0.015963477,92.7192,89.45,3.562,0.1614,0.2825944,27.77,0.06547,6.075,0.3841,290.3,1.3517,0.6528
7779942,AFP,AFP,0.007106665,99.0134,76.46,4.479,0.02923,0.2825944,20.89,0.04346,6.494,0.524,55.88,0.8123,0.0852
7820985,UNK,NTP,0.0047436263,13.2086,89.28,2.811,0.03672,0.270283,8.39,0.01335,4.507,0.07634,26.32,85.1147,96.635
7821010,AFP,AFP,0.45677716,99.2166,89.94,3.0,0.171,0.0,-1.0,0.9476,16570.0,0.1,470900.0,0.5903,0.0783
7821010,AFP,AFP,0.20928736,98.7119,89.73,10.5,0.171,0.0,-1.0,1.833,6507.0,0.1,376900.0,0.69,0.0808
7821689,NTP,NTP,0.027966453,33.7552,52.26,26.3,0.1318,-0.2828544,22.81,15.14,5.26,0.986,379.0,54.2012,58.253
7821926,UNK,NTP,0.021183739,10.4256,89.95,11.92,1.035,0.3173752,4.271,0.2584,10.31,0.2092,522.8,76.9077,92.799
7838906,AFP,AFP,0.028019109,75.4762,89.76,2.615,0.07609,-0.5427664,141.4,0.07161,21.06,0.06964,1036.0,3.7008,9.4347
7838906,UNK,AFP,0.016285104,47.1182,89.99,2.882,0.2598,-0.5427664,18.27,0.04619,5.68,0.008891,350.8,15.5869,22.1751
7838908,AFP,AFP,0.012449874,98.7109,87.27,2.5,0.01875,0.0954,-1.0,0.03105,4.131,0.1,180.0,1.2828,0.1208
7838908,AFP,AFP,0.012262727,99.4751,88.45,2.559,0.01875,0.0954,10.18,0.03109,3.898,0.05559,174.9,0.3302,0.0738
7839003,UNK,NTP,0.0094415326,9.2672,81.85,2.57,0.04,0.3143684,8.63,0.04672,8.896,0.7,92.27,89.8885,97.7708
7869917,PC,PC,0.014550688,6.0066,86.0,4.308,0.08539,0.2647506,34.37,0.1196,10.26,0.7003,219.7,0.5741,0.7613
7870032,PC,PC,0.02633698,1.1573,89.11,3.814,0.1244,-0.4157056,53.4,0.126,13.75,0.4785,803.4,0.0087,0.0
7870250,AFP,AFP,0.0059368656,67.225,82.27,1.967,0.01356,-0.006708,11.19,0.01269,7.398,0.2921,41.34,31.6164,27.0867
7870282,AFP,NTP,0.0003702295,46.8279,84.29,2.945,0.01302,-0.3747218,0.03356,0.001114,7.397,0.1484,0.1681,51.4044,52.7586
7899070,PC,PC,0.052474909,13.7346,89.89,16.73,0.4715,-0.2163866,75.69,0.8454,27.25,0.1181,3344.0,0.3323,1.6282
7899980,UNK,NTP,4.196687e-05,25.6241,77.64,1.067,0.01675,-0.0133264,0.000375,7.782e-05,7.689,0.6515,0.001844,72.9505,88.6925
7900137,UNK,NTP,0.0093221294,33.629,67.03,6.167,0.02528,-0.3611052,9.996,0.1039,12.39,0.6751,92.69,65.7452,78.4974
7900367,UNK,NTP,0.0062157225,3.4593,59.9,2.35,0.01887,0.2569998,12.07,0.0361,10.64,0.7756,38.45,96.3431,98.8801
7916872,AFP,AFP,0.0045809206,99.7824,70.32,5.249,0.03976,0.1966084,7.955,0.05462,3.142,0.7512,21.2,0.2113,0.0676
7917014,AFP,AFP,0.00833692,96.5946,82.19,1.657,0.01597,0.0318948,17.89,0.01508,5.443,0.3029,79.43,3.3596,0.85
7917014,AFP,AFP,0.0068029017,99.3228,74.01,2.1,0.01597,0.0318948,10.98,0.01783,3.253,0.453,51.78,0.5624,0.078
7951018,PC,PC,0.069944724,2.2899,89.87,6.589,0.2947,-0.0394,239.3,0.4397,63.56,0.1475,5826.0,0.0293,0.0
7953247,NTP,NTP,0.012219492,0.9465,89.7,10.79,1.528,-0.466181,2.314,0.6408,132.1,0.8978,111.8,98.9273,99.041
7953880,UNK,NTP,0.0061507513,11.8494,86.74,1.526,0.0172,0.067591,11.48,0.009599,8.917,0.169,43.64,87.5153,97.1969
7953880,NTP,NTP,0.0089566262,6.135,48.43,7.698,0.05029,0.067591,11.52,0.3463,3.969,0.8998,70.76,93.0207,98.3932
7975727,AFP,AFP,0.023632072,56.5205,88.61,3.911,0.1412,-0.3799128,41.91,0.1975,7.996,0.7452,564.5,0.0031,0.0
7976136,UNK,AFP,0.0097424611,70.107,49.88,1.635,0.01532,-0.0930624,12.08,0.08027,8.948,0.9006,80.7,22.5741,18.1219
7976435,UNK,NTP,0.0048952273,10.6239,85.27,7.126,0.05576,-0.044086,18.31,0.03775,6.061,0.2842,27.43,87.6173,97.4436
7989187,AFP,AFP,0.0081626303,98.9051,77.33,7.057,0.03447,0.2481366,13.8,0.07385,4.833,0.4776,74.88,1.0669,0.0991
7989187,AFP,AFP,0.0071128076,99.0182,80.03,8.621,0.03446,0.2481366,12.28,0.0683,4.585,0.3307,58.43,0.9568,0.0923
7989348,AFP,AFP,0.0059952401,98.0707,70.3,2.85,0.0214,0.2846816,13.1,0.03294,7.63,0.698,37.36,1.8825,0.3876
8024918,AFP,AFP,0.0037979235,99.1025,35.41,1.82,0.01504,0.1144564,8.482,0.03567,5.26,0.9,12.51,0.8818,0.0884
8025357,AFP,AFP,0.010241551,97.295,90.0,10.9,0.05467,0.2470494,10.24,0.1105,4.177,5.639e-05,122.3,2.5936,0.611
8025357,AFP,AFP,0.022682796,98.9111,18.88,6.005,0.05467,0.2470494,11.24,11.47,3.891,0.9986,173.5,0.9995,0.0948
8043299,UNK,NTP,0.0068644755,27.2665,89.87,2.142,0.03817,0.0223,10.91,0.01461,12.65,0.01598,54.97,65.5997,78.1007
8043436,UNK,NTP,0.0028469132,9.0773,80.79,2.377,0.01421,0.4054188,1.721,0.007253,11.0,0.2646,9.265,90.8217,97.9357
8043436,UNK,NTP,0.011657369,12.3755,82.52,2.503,0.01832,0.4054188,13.51,0.03164,5.768,0.2991,154.8,87.377,97.157
8043436,UNK,NTP,0.014095152,19.1014,88.43,2.0,0.02089,0.4054188,-1.0,0.02808,7.512,0.1,229.3,80.0076,93.7367
8058135,AFP,AFP,0.0060947806,49.7577,60.74,3.551,0.01867,-0.2419404,9.5,0.04104,8.758,0.692,39.03,49.9844,49.1722
8058211,UNK,NTP,0.010625473,25.3475,89.85,2.761,0.01534,-0.4080464,8.164,0.02903,23.1,0.00601,148.9,72.5022,88.7614
8058241,UNK,NTP,0.0042259503,19.2255,88.18,7.843,0.05181,0.2500052,8.235,0.03338,5.912,0.1067,20.81,78.3922,93.4669
8058507,AFP,AFP,0.0067605748,98.1422,37.53,6.113,0.04974,0.1885,10.82,0.6993,5.953,0.9733,32.14,1.7709,0.3444
8098515,UNK,NTP,0.0040664683,11.4192,78.25,3.532,0.02545,0.3250122,10.13,0.01892,5.331,0.495,18.38,86.6768,97.2304
8098515,UNK,NTP,0.0049428288,6.6223,85.56,4.86,0.0404,0.3250122,11.99,0.02625,4.044,0.3,28.1,93.065,98.3928
8098728,AFP,AFP,0.031267822,95.375,84.14,4.846,0.1679,0.407875,27.15,2.423,9.617,0.9996,315.2,1.1254,0.2693
8114532,AFP,AFP,0.0059516126,89.127,89.84,3.539,0.03706,0.129502,9.871,0.02094,3.465,0.01498,42.03,9.5395,4.3456
8114921,UNK,NTP,0.0050077826,7.2455,70.64,2.835,0.0222,0.2232918,10.34,0.02735,7.623,0.6971,26.08,92.6718,98.2717
8114921,AFP,AFP,0.004557565,98.7831,89.78,2.619,0.01694,0.2232918,9.735,0.01188,4.089,0.008065,24.45,1.2077,0.1111
8114921,AFP,AFP,0.0047111431,97.0866,86.85,2.45,0.01694,0.2232918,11.9,0.01166,5.472,0.1226,26.04,2.6896,0.6416
8127648,AFP,AFP,0.5222065,92.68,76.29,2.38,0.01988,-0.2420112,666.0,2.919,91.83,0.9351,131500.0,3.3758,1.0402
8127684,AFP,AFP,0.011837977,95.9988,85.98,1.548,0.02133,-0.297924,9.263,0.01965,8.532,0.2811,162.9,3.9702,1.0527
8127684,AFP,AFP,0.012111438,99.7179,84.26,1.983,0.02133,-0.297924,10.38,0.02623,4.61,0.3105,170.4,0.2821,0.0726
8128067,AFP,AFP,0.025783482,95.6495,88.83,4.643,0.0981,-0.2620728,14.1,0.1377,10.72,0.3954,782.1,1.1868,0.2511
8161830,AFP,NTP,0.005436119,26.4279,67.54,14.02,0.05132,-0.2514184,14.15,0.1402,5.153,0.6797,31.29,71.9972,87.8691
8162376,AFP,AFP,0.0076730899,64.7577,66.43,1.087,0.01291,0.2372802,13.05,0.04222,10.91,0.9,49.26,21.6925,17.6716
8162789,PC,PC,0.039313575,21.7692,87.88,3.125,0.0918,0.006488,103.1,0.2254,14.22,0.7025,1606.0,0.2876,2.433
7779942,AFP,AFP,0.0083617468,97.7829,30.8,6.145,0.02923,0.2825944,14.04,0.1906,4.465,0.8595,64.71,2.009,0.4341
7779942,AFP,AFP,0.0057390413,94.9295,89.65,5.054,0.02924,0.2825944,17.08,0.02885,5.195,0.01436,38.68,4.4969,1.2415
7797715,NTP,NTP,0.0037144,2.7202,87.35,3.12,0.02064,0.2420996,7.39,0.01166,5.045,0.1,16.23,97.081,98.8918
7798259,AFP,AFP,0.5,99.7443,89.57,1.5,0.02496,-0.5775168,-1.0,0.5036,946.5,0.1,287400.0,0.1281,0.0809
7798259,AFP,AFP,0.43451932,96.7813,81.91,2.315,0.02496,-0.5775168,1937.0,2.066,240.5,0.9,100900.0,0.1604,0.1757
7825680,AFP,AFP,0.0032421457,98.8169,82.26,10.19,0.04947,0.2516432,7.941,0.03612,5.525,0.2968,11.98,1.18,0.1082
7825680,AFP,AFP,0.0039572078,99.6967,43.63,10.22,0.04948,0.2516432,11.49,0.1532,4.084,0.8602,14.62,0.2845,0.073
7825899,PC,PC,0.049978268,1.6853,88.33,4.168,0.1228,-0.5407344,98.31,0.3618,18.8,0.6879,2635.0,0.0767,0.0453
7839003,AFP,AFP,0.0076770634,99.6791,36.79,1.95,0.01923,0.3143684,6.916,0.1044,7.039,0.9295,49.77,0.3178,0.0737
7839003,AFP,AFP,0.0079983807,95.3287,68.4,2.249,0.01923,0.3143684,9.788,0.03428,3.614,0.6951,66.34,4.6188,1.2754
7839007,UNK,NTP,0.004968523,33.7317,38.58,2.296,0.01432,0.0153608,8.65,0.04355,4.866,0.862,22.43,64.9958,77.9198
7839814,UNK,NTP,0.0050188867,4.1349,70.14,2.655,0.02305,0.2118426,8.754,0.02897,5.643,0.7383,25.61,95.0554,98.7406
7870306,AFP,AFP,0.0067947173,64.7354,39.78,1.618,0.01237,-0.4781424,7.123,0.06128,5.615,0.9095,36.87,31.425,27.0871
7870350,UNK,NTP,0.0051252297,25.5569,87.96,9.765,0.1696,0.2008434,6.344,0.07062,5.361,0.5445,29.03,57.7507,72.5931
7870390,PC,PC,0.042301977,1.0389,88.16,2.567,0.07359,0.0805516,49.79,0.2031,9.583,0.7119,1850.0,0.047,0.0
7900367,UNK,NTP,0.0084664646,5.0846,27.5,4.564,0.02671,0.2569998,11.33,0.1754,4.585,0.8877,64.55,94.7844,98.7362
7900450,NTP,NTP,0.015994801,0.4706,89.97,11.25,1.184,0.1651544,3.726,0.183,8.692,0.1807,301.5,99.0225,99.4162
7901016,PC,PC,0.011398664,1.9757,88.41,10.85,0.2374,-0.110274,15.27,0.2045,7.638,0.6376,140.4,0.2612,0.2387
7901718,AFP,AFP,0.011808485,99.9261,76.3,1.035,0.01687,-0.0175144,11.9,0.02387,6.809,0.7071,142.3,0.0708,0.0078
7917485,AFP,AFP,0.0056833088,96.5902,82.0,2.125,0.0163,0.2010352,8.356,0.01319,13.77,0.3,36.93,3.4067,0.8646
7917485,AFP,AFP,0.0074035708,99.7622,88.84,2.015,0.0163,0.2010352,14.52,0.01485,4.373,0.04845,63.66,0.2316,0.0672
7917485,AFP,AFP,0.01952481,94.0616,88.23,1.5,0.0163,0.2010352,-1.0,0.02901,5.655,0.1,440.8,5.7949,1.7274
7918172,UNK,AFP,0.074565665,83.5552,89.42,12.47,1.007,-0.5093118,38.33,16.25,22.86,0.9905,2025.0,9.4139,4.7312
7918172,UNK,AFP,0.079703489,50.2311,89.6,12.81,1.32,-0.5093118,32.15,32.5,25.4,0.9971,2068.0,30.115,24.9319
7954107,AFP,AFP,0.0048204068,99.0992,84.89,1.67,0.01728,0.2707996,9.356,0.008575,11.52,0.2572,26.69,0.8666,0.0877
7954107,AFP,AFP,0.009026484,96.3104,56.14,1.402,0.01728,0.2707996,18.79,0.06365,4.435,0.9,71.5,2.7164,0.6566
7954278,AFP,AFP,0.03963007,96.2606,88.23,1.5,0.01274,-0.3553532,-1.0,0.05773,7.376,0.1,1920.0,3.424,0.8736
7954278,AFP,AFP,0.032489111,97.2219,88.21,1.5,0.01274,-0.3553532,-1.0,0.04766,4.957,0.1,1291.0,2.3203,0.5366
7976435,UNK,NTP,0.002859004,9.2748,76.11,7.704,0.03513,-0.044086,9.95,0.02543,3.742,0.3698,9.258,88.7692,97.7434
7976520,PC,PC,0.016316598,27.6359,89.67,2.081,0.05004,-0.0781954,42.36,0.03367,25.53,0.08957,319.2,0.3353,2.9656
7976845,UNK,NTP,0.014047779,30.2639,89.4,3.54,0.03795,-0.0336444,11.05,0.04913,5.317,0.04228,226.5,62.9306,73.0486
7977197,PC,PC,0.029701105,0.8886,88.71,3.488,0.1354,-0.0488632,75.32,0.1988,13.2,0.7129,912.5,0.0473,0.0
7989348,AFP,AFP,0.0052728383,98.9245,88.31,2.445,0.0214,0.2846816,10.25,0.01295,3.938,0.09842,32.65,0.9845,0.0939
7989422,AFP,AFP,0.0097212445,88.7083,89.51,2.482,0.07002,0.23841,25.0,0.02484,8.611,0.1962,111.5,7.9512,3.0498
8004558,UNK,NTP,0.0037047652,12.7451,87.06,1.654,0.015,0.1117728,2.296,0.006194,7.768,0.121,15.86,86.8299,97.016
8004558,UNK,NTP,0.021388797,12.4321,14.57,2.65,0.027,0.1117728,15.37,1.03,3.62,0.9811,308.5,86.4676,96.9505
8025596,PC,PC,0.013650801,2.0822,89.95,2.911,0.05572,-0.06917,14.64,0.03921,18.77,0.01055,223.7,0.0411,0.0
8026371,UNK,NTP,0.011955384,2.1175,89.86,14.12,1.092,0.1328554,3.099,0.2254,27.32,0.513,160.4,94.2157,98.7796
8026752,AFP,AFP,0.021691219,88.0281,89.22,3.887,0.05321,0.08581,58.92,0.08363,9.419,0.1164,558.1,1.0925,1.2444
8026752,AFP,AFP,0.0092151791,85.8475,89.4,3.017,0.05321,0.08581,9.439,0.0279,3.945,0.1131,100.7,5.804,3.1717
8043638,PC,PC,0.034782889,6.8604,89.0,4.411,0.1298,-0.3706748,101.9,0.1919,16.89,0.485,1396.0,0.0714,0.1269
8043638,UNK,PC,0.011663741,6.0269,88.37,6.04,0.2095,-0.3706748,7.712,0.191,3.173,0.8017,130.7,12.0251,7.4926
8043714,AFP,AFP,0.16235406,93.0081,86.83,3.066,0.06774,-0.3928856,795.0,0.9713,100.5,0.7961,24810.0,0.2076,0.4585
8043714,UNK,AFP,0.030266909,58.2412,89.49,2.432,0.04267,-0.3928856,42.07,0.07213,5.752,0.0984,1127.0,6.947,16.2219
8058507,AFP,AFP,0.0039599398,95.9402,82.81,11.98,0.04975,0.1885,6.283,0.05166,3.97,0.2924,18.27,4.0598,1.084
8059291,NTP,NTP,0.037734054,3.604,90.0,3.427,1.103,-0.4267416,7.477,0.1256,33.57,0.08926,1759.0,90.6258,98.3436
8073705,PC,PC,0.0072325672,1.0222,88.43,4.586,0.09474,0.0444012,14.67,0.04074,11.22,0.4394,59.9,0.0295,0.0
8073806,PC,PC,0.031193287,6.4407,83.76,4.736,0.09964,-0.0189512,21.13,0.912,6.497,0.9309,775.1,0.5956,0.8081
8098728,AFP,AFP,0.013646183,90.6087,89.15,3.477,0.1679,0.407875,20.37,0.07729,4.73,0.6322,198.9,0.9406,0.822
8098728,UNK,NTP,0.0066963147,16.275,18.1,1.288,0.02161,0.407875,10.7,0.5289,3.828,0.9945,25.04,80.9066,95.1098
8098728,UNK,NTP,0.0053564315,22.2794,87.02,1.491,0.0343,0.407875,9.65,0.01084,5.775,0.5187,31.57,63.0384,79.838
8098960,UNK,PC,0.014846257,2.7184,88.17,1.977,0.07768,-0.2621848,9.7,0.06166,14.53,0.734,224.2,0.5702,0.3827
8115647,UNK,PC,0.014856218,4.4139,89.56,3.33,0.2249,-0.1470616,8.727,0.07413,9.13,0.5895,243.1,5.0498,2.391
8120184,UNK,NTP,0.0048570208,13.467,53.85,2.774,0.01676,0.2115528,10.69,0.02517,6.142,0.6853,24.6,84.8754,96.5306
8120608,PC,PC,0.02542246,0.5845,87.77,2.314,0.05804,0.1940776,44.01,0.1099,16.6,0.7,675.0,0.0264,0.0
8120608,PC,PC,0.028526757,0.7131,88.38,2.816,0.08703,0.1940776,43.37,0.1655,7.868,0.7367,831.3,0.077,0.0234
8128067,AFP,AFP,0.023611437,95.1991,89.51,2.191,0.0981,-0.2620728,11.57,0.05756,3.337,0.3532,659.4,1.69,0.5528
8128247,AFP,AFP,0.0070053738,74.9728,90.0,5.005,0.05209,-0.4528468,20.55,0.03482,29.96,0.0004192,67.83,6.4133,9.1623
8128965,UNK,AFP,0.29072397,88.6261,84.16,6.884,0.04502,0.0328188,7166.0,1.909,2221.0,0.4825,94490.0,10.6342,5.5239
8129005,AFP,AFP,0.0080889187,85.978,79.3,5.682,0.04673,0.2204352,9.321,0.08234,7.59,0.6707,69.04,4.375,3.7595
8162789,UNK,PC,0.010375211,17.7436,89.56,2.5,0.06031,0.006488,10.31,0.0261,3.318,0.128,128.3,1.6226,5.2825
8162790,AFP,AFP,0.028572532,86.4721,89.42,3.034,0.08803,-0.2555756,37.47,0.09007,7.876,0.2572,980.3,0.2259,1.2788
8164012,PC,PC,0.012415412,3.1339,86.14,2.064,0.02292,0.1842496,36.13,0.02781,5.884,0.3015,178.7,0.127,0.3354
8164257,PC,PC,0.020638965,0.266,89.11,2.601,0.06258,-0.5448418,25.38,0.0573,6.416,0.2894,527.2,0.0418,0.0
7798339,AFP,AFP,0.0046792175,93.8438,39.28,4.88,0.03219,0.3091332,5.664,0.1176,8.639,0.9003,19.27,6.1194,1.8661
7798339,UNK,NTP,0.0071898502,11.0508,76.02,5.903,0.03426,0.3091332,12.51,0.05605,4.317,0.5,57.42,88.5382,97.5027
7798339,UNK,NTP,0.0085440602,10.5339,12.02,1.083,0.02028,0.3091332,10.71,0.4743,5.654,0.9936,40.56,88.8063,97.5299
7825899,PC,PC,0.037590395,3.7092,85.7,3.122,0.06538,-0.5407344,80.52,0.2793,9.321,0.7851,1364.0,0.0616,0.0044
7825899,PC,PC,0.018817586,0.6885,88.49,4.785,0.1802,-0.5407344,11.2,0.2249,3.993,0.7862,342.1,0.3688,0.1379
7826620,PC,PC,0.012102949,10.879,79.06,1.28,0.01398,0.0158608,18.72,0.02983,17.13,0.7018,150.9,2.2893,3.8848
7826659,PC,PC,0.041584823,2.1707,89.83,6.862,0.6238,-0.5368216,51.16,0.408,27.3,0.5845,1961.0,0.0327,0.0
7840035,AFP,AFP,0.21738458,95.8194,86.99,4.895,0.1031,-0.3175918,215.5,3.06,46.48,0.9044,30190.0,0.0634,0.006
7840035,AFP,AFP,0.092031737,86.7113,85.07,4.831,0.1031,-0.3175918,36.34,3.026,7.777,0.9595,4673.0,0.2914,1.3676
7840044,AFP,AFP,0.014664155,97.9477,89.97,3.398,0.1087,-0.0583778,20.07,0.04911,9.711,0.01425,258.8,1.0205,0.0977
7840145,NTP,NTP,0.017354842,0.1847,89.92,2.84,1.141,-0.0961464,2.163,0.1928,21.8,0.8725,266.3,99.7977,99.5358
7870390,PC,PC,0.03139923,0.8979,86.91,2.222,0.04814,0.0805516,38.38,0.1336,6.232,0.7132,1018.0,0.0675,0.0046
7870390,PC,PC,0.040354306,1.8397,87.99,3.909,0.119,0.0805516,32.72,0.4774,8.24,0.8415,1498.0,0.0945,0.1871
7870958,UNK,NTP,0.0042005189,25.4737,87.65,5.172,0.02164,-0.4845468,7.407,0.02176,7.879,0.07659,22.08,73.5132,88.9323
7870980,UNK,NTP,0.02154502,19.3667,90.0,4.182,1.24,-0.527504,4.573,0.08821,11.43,0.006907,595.2,56.8027,75.0811
7901718,AFP,AFP,0.011218923,99.6798,60.94,1.062,0.01687,-0.0175144,9.477,0.05928,4.618,0.9,109.5,0.2952,0.0738
7901718,AFP,AFP,0.012304292,97.6138,57.8,1.162,0.01687,-0.0175144,12.31,0.07171,6.172,0.9015,131.7,2.1523,0.484
7901948,PC,PC,0.018040566,1.0775,83.59,2.33,0.03616,-0.193168,38.65,0.07943,8.638,0.6991,339.2,0.0352,0.0
7902001,UNK,NTP,0.0051206073,16.3971,72.76,1.379,0.01403,0.2798414,11.78,0.01371,9.331,0.7,27.08,80.1359,94.8855
